pair_id,n_pairs,c_type,v_type,grammatical,ungrammatical,ungram_source,alignment,embed,NP1,NP1_anim,NP1_number,NP1_type,NP2,NP2_anim,NP2_number,NP2_type,V1,V1_lemma,V1_class,V1_tense,V2,V2_lemma,V2_class,v2_object,crit_tokens,source,notes,full_paradigm,bigram_confound,sentence_length_grammatical,n_tokens_grammatical,n_tokens_ungrammatical,crit_token_positions,grammatical_logprob,ungrammatical_logprob,logprob_diff,V2_surface,NP3,NP3_anim,NP3_number,NP3_type,V3,V3_surface,V3_class,NP4,NP4_anim,NP4_number,NP4_type,V3_lemma,V4,V4_lemma,V4_class,V4_surface
3np_t1_017_A,3,1,A,Ik denk dat de vrienden Marie de ouders zien laten dansen.,Ik denk dat de vrienden Marie de ouders dansen laten zien.,verb_order,False,Ik denk dat,de vrienden,animate,pl,common,Marie,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""zien"", ""laten"", ""dansen""]",generated,,False,,11,,,,,,,laten,de ouders,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_017_D1,3,1,D1,Ik denk dat de vrienden Marie de ouders zien laten dansen.,Ik denk dat de vrienden Marie de ouders zien dansen laten.,verb_order_partial,False,Ik denk dat,de vrienden,animate,pl,common,Marie,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""laten"", ""dansen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,False,,11,,,,,,,laten,de ouders,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_017_D2,3,1,D2,Ik denk dat de vrienden Marie de ouders zien laten dansen.,Ik denk dat de vrienden Marie de ouders laten zien dansen.,verb_order_partial,False,Ik denk dat,de vrienden,animate,pl,common,Marie,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""zien"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,False,,11,,,,,,,laten,de ouders,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_018_A,3,1,A,We zien dat de rechter Jan de boot hoort laten stilstaan.,We zien dat de rechter Jan de boot stilstaan laten hoort.,verb_order,False,We zien dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""stilstaan""]",generated,,True,,11,,,,,,,laten,de boot,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_018_B,3,1,B,We zien dat de rechter Jan de boot hoort laten stilstaan.,We zien dat de boot Jan de rechter hoort laten stilstaan.,selectional_restriction,False,We zien dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""de rechter"", ""Jan"", ""de boot""]",generated,,True,,11,,,,,,,laten,de boot,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_018_C,3,1,C,We zien dat de rechter Jan de boot hoort laten stilstaan.,We zien dat de boot Jan de rechter stilstaan laten hoort.,selectional_restriction,True,We zien dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""de rechter"", ""Jan"", ""de boot"", ""hoort"", ""laten"", ""stilstaan""]",generated,,True,,11,,,,,,,laten,de boot,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_018_D1,3,1,D1,We zien dat de rechter Jan de boot hoort laten stilstaan.,We zien dat de rechter Jan de boot hoort stilstaan laten.,verb_order_partial,False,We zien dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""stilstaan""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,laten,de boot,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_018_D2,3,1,D2,We zien dat de rechter Jan de boot hoort laten stilstaan.,We zien dat de rechter Jan de boot laten hoort stilstaan.,verb_order_partial,False,We zien dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,laten,de boot,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_019_A,3,1,A,Ze begrijpen dat de rechter Jan de man hoort laten rennen.,Ze begrijpen dat de rechter Jan de man rennen laten hoort.,verb_order,False,Ze begrijpen dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""rennen""]",generated,,False,,11,,,,,,,laten,de man,animate,sg,common,rennen,rennen,motion,,,,,,,,,
3np_t1_019_D1,3,1,D1,Ze begrijpen dat de rechter Jan de man hoort laten rennen.,Ze begrijpen dat de rechter Jan de man hoort rennen laten.,verb_order_partial,False,Ze begrijpen dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""rennen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,False,,11,,,,,,,laten,de man,animate,sg,common,rennen,rennen,motion,,,,,,,,,
3np_t1_019_D2,3,1,D2,Ze begrijpen dat de rechter Jan de man hoort laten rennen.,Ze begrijpen dat de rechter Jan de man laten hoort rennen.,verb_order_partial,False,Ze begrijpen dat,de rechter,animate,sg,common,Jan,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,False,,11,,,,,,,laten,de man,animate,sg,common,rennen,rennen,motion,,,,,,,,,
3np_t1_020_A,3,1,A,Ze weten dat Jan de vrouw de kinderen ziet laten rennen.,Ze weten dat Jan de vrouw de kinderen rennen laten ziet.,verb_order,False,Ze weten dat,Jan,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""rennen""]",generated,,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_020_B,3,1,B,Ze weten dat Jan de vrouw de kinderen ziet laten rennen.,Ze weten dat de kinderen de vrouw Jan ziet laten rennen.,agreement_violation,False,Ze weten dat,Jan,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""Jan"", ""de vrouw"", ""de kinderen""]",generated,Agreement violation: do not use for alignment-specific analysis.,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_020_C,3,1,C,Ze weten dat Jan de vrouw de kinderen ziet laten rennen.,Ze weten dat de kinderen de vrouw Jan rennen laten ziet.,agreement_violation,True,Ze weten dat,Jan,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""Jan"", ""de vrouw"", ""de kinderen"", ""ziet"", ""laten"", ""rennen""]",generated,,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_020_D1,3,1,D1,Ze weten dat Jan de vrouw de kinderen ziet laten rennen.,Ze weten dat Jan de vrouw de kinderen ziet rennen laten.,verb_order_partial,False,Ze weten dat,Jan,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""rennen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_020_D2,3,1,D2,Ze weten dat Jan de vrouw de kinderen ziet laten rennen.,Ze weten dat Jan de vrouw de kinderen laten ziet rennen.,verb_order_partial,False,Ze weten dat,Jan,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_021_A,3,1,A,Hij weet dat de danser Marie de kinderen hoort laten rennen.,Hij weet dat de danser Marie de kinderen rennen laten hoort.,verb_order,False,Hij weet dat,de danser,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten"", ""rennen""]",generated,,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_021_B,3,1,B,Hij weet dat de danser Marie de kinderen hoort laten rennen.,Hij weet dat de kinderen Marie de danser hoort laten rennen.,agreement_violation,False,Hij weet dat,de danser,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""de danser"", ""Marie"", ""de kinderen""]",generated,Agreement violation: do not use for alignment-specific analysis.,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_021_C,3,1,C,Hij weet dat de danser Marie de kinderen hoort laten rennen.,Hij weet dat de kinderen Marie de danser rennen laten hoort.,agreement_violation,True,Hij weet dat,de danser,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""de danser"", ""Marie"", ""de kinderen"", ""hoort"", ""laten"", ""rennen""]",generated,,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_021_D1,3,1,D1,Hij weet dat de danser Marie de kinderen hoort laten rennen.,Hij weet dat de danser Marie de kinderen hoort rennen laten.,verb_order_partial,False,Hij weet dat,de danser,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""laten"", ""rennen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_021_D2,3,1,D2,Hij weet dat de danser Marie de kinderen hoort laten rennen.,Hij weet dat de danser Marie de kinderen laten hoort rennen.,verb_order_partial,False,Hij weet dat,de danser,animate,sg,common,Marie,animate,sg,proper,hoort,horen,perception,present,laten,,causative,,"[""hoort"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,laten,de kinderen,animate,pl,common,rennen,rennen,motion,,,,,,,,,
3np_t1_022_A,3,1,A,Ik weet dat Marie de man de boot ziet laten bewegen.,Ik weet dat Marie de man de boot bewegen laten ziet.,verb_order,False,Ik weet dat,Marie,animate,sg,proper,de man,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""bewegen""]",generated,,True,,11,,,,,,,laten,de boot,inanimate,sg,common,bewegen,bewegen,motion,,,,,,,,,
3np_t1_022_B,3,1,B,Ik weet dat Marie de man de boot ziet laten bewegen.,Ik weet dat de boot de man Marie ziet laten bewegen.,selectional_restriction,False,Ik weet dat,Marie,animate,sg,proper,de man,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""Marie"", ""de man"", ""de boot""]",generated,,True,,11,,,,,,,laten,de boot,inanimate,sg,common,bewegen,bewegen,motion,,,,,,,,,
3np_t1_022_C,3,1,C,Ik weet dat Marie de man de boot ziet laten bewegen.,Ik weet dat de boot de man Marie bewegen laten ziet.,selectional_restriction,True,Ik weet dat,Marie,animate,sg,proper,de man,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""Marie"", ""de man"", ""de boot"", ""ziet"", ""laten"", ""bewegen""]",generated,,True,,11,,,,,,,laten,de boot,inanimate,sg,common,bewegen,bewegen,motion,,,,,,,,,
3np_t1_022_D1,3,1,D1,Ik weet dat Marie de man de boot ziet laten bewegen.,Ik weet dat Marie de man de boot ziet bewegen laten.,verb_order_partial,False,Ik weet dat,Marie,animate,sg,proper,de man,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""bewegen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,laten,de boot,inanimate,sg,common,bewegen,bewegen,motion,,,,,,,,,
3np_t1_022_D2,3,1,D2,Ik weet dat Marie de man de boot ziet laten bewegen.,Ik weet dat Marie de man de boot laten ziet bewegen.,verb_order_partial,False,Ik weet dat,Marie,animate,sg,proper,de man,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,laten,de boot,inanimate,sg,common,bewegen,bewegen,motion,,,,,,,,,
3np_t1_023_A,3,1,A,Ik denk dat de danser Jan de trein ziet laten vertrekken.,Ik denk dat de danser Jan de trein vertrekken laten ziet.,verb_order,False,Ik denk dat,de danser,animate,sg,common,Jan,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""vertrekken""]",generated,,True,,11,,,,,,,laten,de trein,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_023_B,3,1,B,Ik denk dat de danser Jan de trein ziet laten vertrekken.,Ik denk dat de trein Jan de danser ziet laten vertrekken.,selectional_restriction,False,Ik denk dat,de danser,animate,sg,common,Jan,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""de danser"", ""Jan"", ""de trein""]",generated,,True,,11,,,,,,,laten,de trein,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_023_C,3,1,C,Ik denk dat de danser Jan de trein ziet laten vertrekken.,Ik denk dat de trein Jan de danser vertrekken laten ziet.,selectional_restriction,True,Ik denk dat,de danser,animate,sg,common,Jan,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""de danser"", ""Jan"", ""de trein"", ""ziet"", ""laten"", ""vertrekken""]",generated,,True,,11,,,,,,,laten,de trein,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_023_D1,3,1,D1,Ik denk dat de danser Jan de trein ziet laten vertrekken.,Ik denk dat de danser Jan de trein ziet vertrekken laten.,verb_order_partial,False,Ik denk dat,de danser,animate,sg,common,Jan,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""vertrekken""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,laten,de trein,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_023_D2,3,1,D2,Ik denk dat de danser Jan de trein ziet laten vertrekken.,Ik denk dat de danser Jan de trein laten ziet vertrekken.,verb_order_partial,False,Ik denk dat,de danser,animate,sg,common,Jan,animate,sg,proper,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,laten,de trein,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_024_A,3,1,A,We zien dat de studenten Jan de fiets zien laten stilstaan.,We zien dat de studenten Jan de fiets stilstaan laten zien.,verb_order,False,We zien dat,de studenten,animate,pl,common,Jan,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""zien"", ""laten"", ""stilstaan""]",generated,Manual revision note: laten stilstaan' semantically strange,True,,11,,,,,,,laten,de fiets,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_024_B,3,1,B,We zien dat de studenten Jan de fiets zien laten stilstaan.,We zien dat de fiets Jan de studenten zien laten stilstaan.,selectional_restriction,False,We zien dat,de studenten,animate,pl,common,Jan,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""de studenten"", ""Jan"", ""de fiets""]",generated,Manual revision note: laten stilstaan' semantically strange,True,,11,,,,,,,laten,de fiets,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_024_C,3,1,C,We zien dat de studenten Jan de fiets zien laten stilstaan.,We zien dat de fiets Jan de studenten stilstaan laten zien.,selectional_restriction,True,We zien dat,de studenten,animate,pl,common,Jan,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""de studenten"", ""Jan"", ""de fiets"", ""zien"", ""laten"", ""stilstaan""]",generated,Manual revision note: laten stilstaan' semantically strange,True,,11,,,,,,,laten,de fiets,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_024_D1,3,1,D1,We zien dat de studenten Jan de fiets zien laten stilstaan.,We zien dat de studenten Jan de fiets zien stilstaan laten.,verb_order_partial,False,We zien dat,de studenten,animate,pl,common,Jan,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""laten"", ""stilstaan""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair. | Manual revision note: laten stilstaan' semantically strange,True,,11,,,,,,,laten,de fiets,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_024_D2,3,1,D2,We zien dat de studenten Jan de fiets zien laten stilstaan.,We zien dat de studenten Jan de fiets laten zien stilstaan.,verb_order_partial,False,We zien dat,de studenten,animate,pl,common,Jan,animate,sg,proper,zien,zien,perception,present,laten,,causative,,"[""zien"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair. | Manual revision note: laten stilstaan' semantically strange,True,,11,,,,,,,laten,de fiets,inanimate,sg,common,stilstaan,stilstaan,change_of_state,,,,,,,,,
3np_t1_025_A,3,1,A,Hij weet dat Marie de vrouw Jan ziet laten dansen.,Hij weet dat Marie de vrouw Jan dansen laten ziet.,verb_order,False,Hij weet dat,Marie,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten"", ""dansen""]",generated,,False,,10,,,,,,,laten,Jan,animate,sg,proper,dansen,dansen,activity,,,,,,,,,
3np_t1_025_D1,3,1,D1,Hij weet dat Marie de vrouw Jan ziet laten dansen.,Hij weet dat Marie de vrouw Jan ziet dansen laten.,verb_order_partial,False,Hij weet dat,Marie,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""laten"", ""dansen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,False,,10,,,,,,,laten,Jan,animate,sg,proper,dansen,dansen,activity,,,,,,,,,
3np_t1_025_D2,3,1,D2,Hij weet dat Marie de vrouw Jan ziet laten dansen.,Hij weet dat Marie de vrouw Jan laten ziet dansen.,verb_order_partial,False,Hij weet dat,Marie,animate,sg,proper,de vrouw,animate,sg,common,ziet,zien,perception,present,laten,,causative,,"[""ziet"", ""laten""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,False,,10,,,,,,,laten,Jan,animate,sg,proper,dansen,dansen,activity,,,,,,,,,
3np_t1_026_A,3,1,A,Ze begrijpen dat de ouders Piet de vrouw laten zien spelen.,Ze begrijpen dat de ouders Piet de vrouw spelen zien laten.,verb_order,False,Ze begrijpen dat,de ouders,animate,pl,common,Piet,animate,sg,proper,laten,laten,causative,present,zien,,perception,,"[""laten"", ""zien"", ""spelen""]",generated,,True,,11,,,,,,,zien,de vrouw,animate,sg,common,spelen,spelen,activity,,,,,,,,,
3np_t1_026_B,3,1,B,Ze begrijpen dat de ouders Piet de vrouw laten zien spelen.,Ze begrijpen dat de vrouw Piet de ouders laten zien spelen.,agreement_violation,False,Ze begrijpen dat,de ouders,animate,pl,common,Piet,animate,sg,proper,laten,laten,causative,present,zien,,perception,,"[""de ouders"", ""Piet"", ""de vrouw""]",generated,Agreement violation: do not use for alignment-specific analysis.,True,,11,,,,,,,zien,de vrouw,animate,sg,common,spelen,spelen,activity,,,,,,,,,
3np_t1_026_C,3,1,C,Ze begrijpen dat de ouders Piet de vrouw laten zien spelen.,Ze begrijpen dat de vrouw Piet de ouders spelen zien laten.,agreement_violation,True,Ze begrijpen dat,de ouders,animate,pl,common,Piet,animate,sg,proper,laten,laten,causative,present,zien,,perception,,"[""de ouders"", ""Piet"", ""de vrouw"", ""laten"", ""zien"", ""spelen""]",generated,,True,,11,,,,,,,zien,de vrouw,animate,sg,common,spelen,spelen,activity,,,,,,,,,
3np_t1_026_D1,3,1,D1,Ze begrijpen dat de ouders Piet de vrouw laten zien spelen.,Ze begrijpen dat de ouders Piet de vrouw laten spelen zien.,verb_order_partial,False,Ze begrijpen dat,de ouders,animate,pl,common,Piet,animate,sg,proper,laten,laten,causative,present,zien,,perception,,"[""zien"", ""spelen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,zien,de vrouw,animate,sg,common,spelen,spelen,activity,,,,,,,,,
3np_t1_026_D2,3,1,D2,Ze begrijpen dat de ouders Piet de vrouw laten zien spelen.,Ze begrijpen dat de ouders Piet de vrouw zien laten spelen.,verb_order_partial,False,Ze begrijpen dat,de ouders,animate,pl,common,Piet,animate,sg,proper,laten,laten,causative,present,zien,,perception,,"[""laten"", ""zien""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,zien,de vrouw,animate,sg,common,spelen,spelen,activity,,,,,,,,,
3np_t1_027_A,3,1,A,Hij weet dat de vader Marie de scooter laat horen vertrekken.,Hij weet dat de vader Marie de scooter vertrekken horen laat.,verb_order,False,Hij weet dat,de vader,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,horen,,perception,,"[""laat"", ""horen"", ""vertrekken""]",generated,,True,,11,,,,,,,horen,de scooter,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_027_B,3,1,B,Hij weet dat de vader Marie de scooter laat horen vertrekken.,Hij weet dat de scooter Marie de vader laat horen vertrekken.,selectional_restriction,False,Hij weet dat,de vader,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,horen,,perception,,"[""de vader"", ""Marie"", ""de scooter""]",generated,,True,,11,,,,,,,horen,de scooter,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_027_C,3,1,C,Hij weet dat de vader Marie de scooter laat horen vertrekken.,Hij weet dat de scooter Marie de vader vertrekken horen laat.,selectional_restriction,True,Hij weet dat,de vader,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,horen,,perception,,"[""de vader"", ""Marie"", ""de scooter"", ""laat"", ""horen"", ""vertrekken""]",generated,,True,,11,,,,,,,horen,de scooter,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_027_D1,3,1,D1,Hij weet dat de vader Marie de scooter laat horen vertrekken.,Hij weet dat de vader Marie de scooter laat vertrekken horen.,verb_order_partial,False,Hij weet dat,de vader,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,horen,,perception,,"[""horen"", ""vertrekken""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,horen,de scooter,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_027_D2,3,1,D2,Hij weet dat de vader Marie de scooter laat horen vertrekken.,Hij weet dat de vader Marie de scooter horen laat vertrekken.,verb_order_partial,False,Hij weet dat,de vader,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,horen,,perception,,"[""laat"", ""horen""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,horen,de scooter,inanimate,sg,common,vertrekken,vertrekken,change_of_state,,,,,,,,,
3np_t1_028_A,3,1,A,Hij verwacht dat de dokter Marie de studenten laat zien dansen.,Hij verwacht dat de dokter Marie de studenten dansen zien laat.,verb_order,False,Hij verwacht dat,de dokter,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,zien,,perception,,"[""laat"", ""zien"", ""dansen""]",generated,,True,,11,,,,,,,zien,de studenten,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_028_B,3,1,B,Hij verwacht dat de dokter Marie de studenten laat zien dansen.,Hij verwacht dat de studenten Marie de dokter laat zien dansen.,agreement_violation,False,Hij verwacht dat,de dokter,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,zien,,perception,,"[""de dokter"", ""Marie"", ""de studenten""]",generated,Agreement violation: do not use for alignment-specific analysis.,True,,11,,,,,,,zien,de studenten,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_028_C,3,1,C,Hij verwacht dat de dokter Marie de studenten laat zien dansen.,Hij verwacht dat de studenten Marie de dokter dansen zien laat.,agreement_violation,True,Hij verwacht dat,de dokter,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,zien,,perception,,"[""de dokter"", ""Marie"", ""de studenten"", ""laat"", ""zien"", ""dansen""]",generated,,True,,11,,,,,,,zien,de studenten,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_028_D1,3,1,D1,Hij verwacht dat de dokter Marie de studenten laat zien dansen.,Hij verwacht dat de dokter Marie de studenten laat dansen zien.,verb_order_partial,False,Hij verwacht dat,de dokter,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,zien,,perception,,"[""zien"", ""dansen""]",generated,Partial verb permutation V1V3V2: final two verbs swapped. NP1-V1 alignment preserved. NP2-V2 and NP3-V3 disrupted. Use to probe sensitivity to innermost dependency pair.,True,,11,,,,,,,zien,de studenten,animate,pl,common,dansen,dansen,activity,,,,,,,,,
3np_t1_028_D2,3,1,D2,Hij verwacht dat de dokter Marie de studenten laat zien dansen.,Hij verwacht dat de dokter Marie de studenten zien laat dansen.,verb_order_partial,False,Hij verwacht dat,de dokter,animate,sg,common,Marie,animate,sg,proper,laat,laten,causative,present,zien,,perception,,"[""laat"", ""zien""]",generated,Partial verb permutation V2V1V3: first two verbs swapped. NP3-V3 alignment preserved. NP1-V1 and NP2-V2 disrupted. Use to probe sensitivity to outermost dependency pair.,True,,11,,,,,,,zien,de studenten,animate,pl,common,dansen,dansen,activity,,,,,,,,,
